entity_cd,entity_name,year,subgroup_name,cohort,grad_rate
332100011348,High School Of Sports Management,2022,Students with Disabilities,Combined,s
332100011348,High School Of Sports Management,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332100011348,High School Of Sports Management,2022,American Indian or Alaska Native,Combined,s
332100011410,Abraham Lincoln High School,2022,Multiracial,Combined,s
332100011410,Abraham Lincoln High School,2022,American Indian or Alaska Native,Combined,s
332100011468,Kingsborough Early College School,2022,Multiracial,Combined,s
332100011468,Kingsborough Early College School,2022,English Language Learner,Combined,s
332100011468,Kingsborough Early College School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332100011468,Kingsborough Early College School,2022,American Indian or Alaska Native,Combined,s
332100011525,Edward R Murrow High School,2022,American Indian or Alaska Native,Combined,s
332100011540,John Dewey High School,2022,Multiracial,Combined,s
332100011540,John Dewey High School,2022,American Indian or Alaska Native,Combined,s
332100011559,Life Acad Hs For Film And Music,2022,White,Combined,s
332100011559,Life Acad Hs For Film And Music,2022,Multiracial,Combined,s
332100011559,Life Acad Hs For Film And Music,2022,Students with Disabilities,Combined,s
332100011559,Life Acad Hs For Film And Music,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332100011559,Life Acad Hs For Film And Music,2022,American Indian or Alaska Native,Combined,s
332100011572,Leaders High School,2022,White,Combined,s
332100011572,Leaders High School,2022,Multiracial,Combined,s
332100011572,Leaders High School,2022,English Language Learner,Combined,s
332100011572,Leaders High School,2022,Black or African American,Combined,s
332100011572,Leaders High School,2022,Students with Disabilities,Combined,s
332100011572,Leaders High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332100011572,Leaders High School,2022,American Indian or Alaska Native,Combined,s
332100011620,William E Grady Career And Tech,2022,White,Combined,s
332100011620,William E Grady Career And Tech,2022,Multiracial,Combined,s
332100011620,William E Grady Career And Tech,2022,English Language Learner,Combined,s
332100011620,William E Grady Career And Tech,2022,American Indian or Alaska Native,Combined,s
332100011620,William E Grady Career And Tech,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332100011690,Brooklyn Studio Secondary School,2022,Multiracial,Combined,s
332100011690,Brooklyn Studio Secondary School,2022,Black or African American,Combined,s
332100011690,Brooklyn Studio Secondary School,2022,American Indian or Alaska Native,Combined,s
332100011728,Liberation Diploma Plus,2022,English Language Learner,Combined,s
332100011728,Liberation Diploma Plus,2022,White,Combined,s
332100011728,Liberation Diploma Plus,2022,Multiracial,Combined,s
332100011728,Liberation Diploma Plus,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332100011728,Liberation Diploma Plus,2022,American Indian or Alaska Native,Combined,s
332100860949,Coney Island Prep Public Cs,2022,American Indian or Alaska Native,Combined,s
332100860949,Coney Island Prep Public Cs,2022,White,Combined,s
332100860949,Coney Island Prep Public Cs,2022,Multiracial,Combined,s
332100860949,Coney Island Prep Public Cs,2022,English Language Learner,Combined,s
332100860949,Coney Island Prep Public Cs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332200011405,Midwood High School,2022,American Indian or Alaska Native,Combined,s
332200011425,James Madison High School,2022,Multiracial,Combined,s
332200011425,James Madison High School,2022,American Indian or Alaska Native,Combined,s
332200011535,Leon M Goldstein High Sch-Sciences,2022,Multiracial,Combined,s
332200011535,Leon M Goldstein High Sch-Sciences,2022,English Language Learner,Combined,s
332200011535,Leon M Goldstein High Sch-Sciences,2022,American Indian or Alaska Native,Combined,s
332200011555,Brooklyn College Academy,2022,White,Combined,s
332200011555,Brooklyn College Academy,2022,Multiracial,Combined,s
332200011555,Brooklyn College Academy,2022,English Language Learner,Combined,s
332200011555,Brooklyn College Academy,2022,American Indian or Alaska Native,Combined,s
332200011611,Origins High School,2022,Multiracial,Combined,s
332200011611,Origins High School,2022,American Indian or Alaska Native,Combined,s
332200011630,Professional Pathways High School,2022,Multiracial,Combined,s
332200011630,Professional Pathways High School,2022,English Language Learner,Combined,s
332200011630,Professional Pathways High School,2022,Students with Disabilities,Combined,s
332200011630,Professional Pathways High School,2022,Black or African American,Combined,s
332200011630,Professional Pathways High School,2022,American Indian or Alaska Native,Combined,s
332200011630,Professional Pathways High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332200861006,Urban Dove Team Charter School,2022,White,Combined,s
332200861006,Urban Dove Team Charter School,2022,Multiracial,Combined,s
332200861006,Urban Dove Team Charter School,2022,English Language Learner,Combined,s
332200861006,Urban Dove Team Charter School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332200861006,Urban Dove Team Charter School,2022,American Indian or Alaska Native,Combined,s
332200861053,New Visions Chtr Hs-Adv Ma/Sci Iii,2022,Hispanic or Latino,Combined,s
332200861053,New Visions Chtr Hs-Adv Ma/Sci Iii,2022,White,Combined,s
332200861053,New Visions Chtr Hs-Adv Ma/Sci Iii,2022,English Language Learner,Combined,s
332200861053,New Visions Chtr Hs-Adv Ma/Sci Iii,2022,Multiracial,Combined,s
332200861053,New Visions Chtr Hs-Adv Ma/Sci Iii,2022,Students with Disabilities,Combined,s
332200861053,New Visions Chtr Hs-Adv Ma/Sci Iii,2022,American Indian or Alaska Native,Combined,s
332200861053,New Visions Chtr Hs-Adv Ma/Sci Iii,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300010514,Frederick Douglass Academy Vii,2022,White,Combined,s
332300010514,Frederick Douglass Academy Vii,2022,Hispanic or Latino,Combined,s
332300010514,Frederick Douglass Academy Vii,2022,Multiracial,Combined,s
332300010514,Frederick Douglass Academy Vii,2022,English Language Learner,Combined,s
332300010514,Frederick Douglass Academy Vii,2022,Students with Disabilities,Combined,s
332300010514,Frederick Douglass Academy Vii,2022,American Indian or Alaska Native,Combined,s
332300010514,Frederick Douglass Academy Vii,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300011493,Brooklyn Collegiate,2022,White,Combined,s
332300011493,Brooklyn Collegiate,2022,Hispanic or Latino,Combined,s
332300011493,Brooklyn Collegiate,2022,Multiracial,Combined,s
332300011493,Brooklyn Collegiate,2022,English Language Learner,Combined,s
332300011493,Brooklyn Collegiate,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300011493,Brooklyn Collegiate,2022,American Indian or Alaska Native,Combined,s
332300011643,Brooklyn Democracy Academy,2022,Hispanic or Latino,Combined,s
332300011643,Brooklyn Democracy Academy,2022,White,Combined,s
332300011643,Brooklyn Democracy Academy,2022,Multiracial,Combined,s
332300011643,Brooklyn Democracy Academy,2022,English Language Learner,Combined,s
332300011643,Brooklyn Democracy Academy,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300011643,Brooklyn Democracy Academy,2022,American Indian or Alaska Native,Combined,s
332300011644,Eagle Academy For Young Men Ii,2022,Hispanic or Latino,Combined,s
332300011644,Eagle Academy For Young Men Ii,2022,White,Combined,s
332300011644,Eagle Academy For Young Men Ii,2022,English Language Learner,Combined,s
332300011644,Eagle Academy For Young Men Ii,2022,Multiracial,Combined,s
332300011644,Eagle Academy For Young Men Ii,2022,American Indian or Alaska Native,Combined,s
332300011644,Eagle Academy For Young Men Ii,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300011647,Metropolitan Diploma Plus Hs,2022,White,Combined,s
332300011647,Metropolitan Diploma Plus Hs,2022,Hispanic or Latino,Combined,s
332300011647,Metropolitan Diploma Plus Hs,2022,Multiracial,Combined,s
332300011647,Metropolitan Diploma Plus Hs,2022,English Language Learner,Combined,s
332300011647,Metropolitan Diploma Plus Hs,2022,American Indian or Alaska Native,Combined,s
332300011647,Metropolitan Diploma Plus Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300011697,Teachers Preparatory High School,2022,English Language Learner,Combined,s
332300011697,Teachers Preparatory High School,2022,White,Combined,s
332300011697,Teachers Preparatory High School,2022,Hispanic or Latino,Combined,s
332300011697,Teachers Preparatory High School,2022,Multiracial,Combined,s
332300011697,Teachers Preparatory High School,2022,American Indian or Alaska Native,Combined,s
332300011697,Teachers Preparatory High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300860912,Achievement First Brownsville Cs,2022,Hispanic or Latino,Combined,s
332300860912,Achievement First Brownsville Cs,2022,Multiracial,Combined,s
332300860912,Achievement First Brownsville Cs,2022,English Language Learner,Combined,s
332300860912,Achievement First Brownsville Cs,2022,White,Combined,s
332300860912,Achievement First Brownsville Cs,2022,Students with Disabilities,Combined,s
332300860912,Achievement First Brownsville Cs,2022,American Indian or Alaska Native,Combined,s
332300860912,Achievement First Brownsville Cs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300860939,Brownsville Collegiate Cs,2022,White,Combined,s
332300860939,Brownsville Collegiate Cs,2022,Hispanic or Latino,Combined,s
332300860939,Brownsville Collegiate Cs,2022,Multiracial,Combined,s
332300860939,Brownsville Collegiate Cs,2022,Black or African American,Combined,s
332300860939,Brownsville Collegiate Cs,2022,Students with Disabilities,Combined,s
332300860939,Brownsville Collegiate Cs,2022,Economically Disadvantaged,Combined,s
332300860939,Brownsville Collegiate Cs,2022,American Indian or Alaska Native,Combined,s
332300860939,Brownsville Collegiate Cs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300860939,Brownsville Collegiate Cs,2022,English Language Learner,Combined,s
332300860941,Leadership Prep Ocean Hill Cs,2022,Hispanic or Latino,Combined,s
332300860941,Leadership Prep Ocean Hill Cs,2022,White,Combined,s
332300860941,Leadership Prep Ocean Hill Cs,2022,English Language Learner,Combined,s
332300860941,Leadership Prep Ocean Hill Cs,2022,Multiracial,Combined,s
332300860941,Leadership Prep Ocean Hill Cs,2022,Students with Disabilities,Combined,s
332300860941,Leadership Prep Ocean Hill Cs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
332300860941,Leadership Prep Ocean Hill Cs,2022,American Indian or Alaska Native,Combined,s
333200010564,Bushwick Community Hs,2022,White,Combined,s
333200010564,Bushwick Community Hs,2022,Multiracial,Combined,s
333200010564,Bushwick Community Hs,2022,English Language Learner,Combined,s
333200010564,Bushwick Community Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
333200010564,Bushwick Community Hs,2022,American Indian or Alaska Native,Combined,s
333200011168,Brooklyn School For Math And Researc,2022,White,Combined,s
333200011168,Brooklyn School For Math And Researc,2022,Multiracial,Combined,s
333200011168,Brooklyn School For Math And Researc,2022,English Language Learner,Combined,s
333200011168,Brooklyn School For Math And Researc,2022,Students with Disabilities,Combined,s
333200011168,Brooklyn School For Math And Researc,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
333200011168,Brooklyn School For Math And Researc,2022,American Indian or Alaska Native,Combined,s
333200011403,Academy For Excellence-Leadership,2022,Multiracial,Combined,s
333200011403,Academy For Excellence-Leadership,2022,White,Combined,s
333200011403,Academy For Excellence-Leadership,2022,Students with Disabilities,Combined,s
333200011403,Academy For Excellence-Leadership,2022,American Indian or Alaska Native,Combined,s
333200011403,Academy For Excellence-Leadership,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
333200011403,Academy For Excellence-Leadership,2022,Black or African American,Combined,s
333200011545,Ebc High School-Public Service,2022,White,Combined,s
333200011545,Ebc High School-Public Service,2022,Multiracial,Combined,s
333200011545,Ebc High School-Public Service,2022,Black or African American,Combined,s
333200011545,Ebc High School-Public Service,2022,American Indian or Alaska Native,Combined,s
333200011545,Ebc High School-Public Service,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
333200011549,Brooklyn School For Social Justice,2022,White,Combined,s
333200011549,Brooklyn School For Social Justice,2022,Multiracial,Combined,s
333200011549,Brooklyn School For Social Justice,2022,American Indian or Alaska Native,Combined,s
333200011549,Brooklyn School For Social Justice,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
333200011552,Academy Of Urban Planning-Engineerin,2022,White,Combined,s
333200011552,Academy Of Urban Planning-Engineerin,2022,Multiracial,Combined,s
333200011552,Academy Of Urban Planning-Engineerin,2022,Students with Disabilities,Combined,s
333200011552,Academy Of Urban Planning-Engineerin,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
333200011552,Academy Of Urban Planning-Engineerin,2022,American Indian or Alaska Native,Combined,s
333200011554,All City Leadership Secondary,2022,White,Combined,s
333200011554,All City Leadership Secondary,2022,Multiracial,Combined,s
333200011554,All City Leadership Secondary,2022,English Language Learner,Combined,s
333200011554,All City Leadership Secondary,2022,Black or African American,Combined,s
333200011554,All City Leadership Secondary,2022,Students with Disabilities,Combined,s
333200011554,All City Leadership Secondary,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
333200011554,All City Leadership Secondary,2022,American Indian or Alaska Native,Combined,s
333200011556,Bushwick Leaders Hs-Acad Excell,2022,White,Combined,s
333200011556,Bushwick Leaders Hs-Acad Excell,2022,Multiracial,Combined,s
333200011556,Bushwick Leaders Hs-Acad Excell,2022,American Indian or Alaska Native,Combined,s
333200011556,Bushwick Leaders Hs-Acad Excell,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
333200861059,"Math, Eng, Sci Academy Charter Hs",2022,White,Combined,s
333200861059,"Math, Eng, Sci Academy Charter Hs",2022,Multiracial,Combined,s
333200861059,"Math, Eng, Sci Academy Charter Hs",2022,English Language Learner,Combined,s
333200861059,"Math, Eng, Sci Academy Charter Hs",2022,Black or African American,Combined,s
333200861059,"Math, Eng, Sci Academy Charter Hs",2022,American Indian or Alaska Native,Combined,s
333200861059,"Math, Eng, Sci Academy Charter Hs",2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342400010077,Joseph F Quinn Is 77,2022,Hispanic or Latino,Combined,s
342400010077,Joseph F Quinn Is 77,2022,White,Combined,s
342400010077,Joseph F Quinn Is 77,2022,Multiracial,Combined,s
342400010077,Joseph F Quinn Is 77,2022,Economically Disadvantaged,Combined,s
342400010077,Joseph F Quinn Is 77,2022,English Language Learner,Combined,s
342400010077,Joseph F Quinn Is 77,2022,Black or African American,Combined,s
342400010077,Joseph F Quinn Is 77,2022,Students with Disabilities,Combined,s
342400010077,Joseph F Quinn Is 77,2022,American Indian or Alaska Native,Combined,s
342400010077,Joseph F Quinn Is 77,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342400010093,Is 93 Ridgewood,2022,White,Combined,s
342400010093,Is 93 Ridgewood,2022,Hispanic or Latino,Combined,s
342400010093,Is 93 Ridgewood,2022,Multiracial,Combined,s
342400010093,Is 93 Ridgewood,2022,Economically Disadvantaged,Combined,s
342400010093,Is 93 Ridgewood,2022,English Language Learner,Combined,s
342400010093,Is 93 Ridgewood,2022,Black or African American,Combined,s
342400010093,Is 93 Ridgewood,2022,Students with Disabilities,Combined,s
342400010093,Is 93 Ridgewood,2022,American Indian or Alaska Native,Combined,s
342400010093,Is 93 Ridgewood,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342400011236,International Hs For Health Sciences,2022,White,Combined,s
342400011236,International Hs For Health Sciences,2022,Multiracial,Combined,s
342400011236,International Hs For Health Sciences,2022,Black or African American,Combined,s
342400011236,International Hs For Health Sciences,2022,Students with Disabilities,Combined,s
342400011236,International Hs For Health Sciences,2022,American Indian or Alaska Native,Combined,s
342400011236,International Hs For Health Sciences,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342400011264,Academy-Finance & Enterprise,2022,Multiracial,Combined,s
342400011264,Academy-Finance & Enterprise,2022,English Language Learner,Combined,s
342400011264,Academy-Finance & Enterprise,2022,Black or African American,Combined,s
342400011264,Academy-Finance & Enterprise,2022,American Indian or Alaska Native,Combined,s
342400011267,Hs-Applied Communications,2022,White,Combined,s
342400011267,Hs-Applied Communications,2022,Multiracial,Combined,s
342400011267,Hs-Applied Communications,2022,English Language Learner,Combined,s
342400011267,Hs-Applied Communications,2022,Black or African American,Combined,s
342400011267,Hs-Applied Communications,2022,American Indian or Alaska Native,Combined,s
342400011293,Civic Leadership Academy,2022,White,Combined,s
342400011293,Civic Leadership Academy,2022,Multiracial,Combined,s
342400011293,Civic Leadership Academy,2022,Black or African American,Combined,s
342400011293,Civic Leadership Academy,2022,American Indian or Alaska Native,Combined,s
342400011296,Pan American International Hs,2022,Multiracial,Combined,s
342400011296,Pan American International Hs,2022,Students with Disabilities,Combined,s
342400011296,Pan American International Hs,2022,Black or African American,Combined,s
342400011296,Pan American International Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342400011296,Pan American International Hs,2022,White,Combined,s
342400011296,Pan American International Hs,2022,American Indian or Alaska Native,Combined,s
342400011299,Bard High Sch Early College Queens,2022,Multiracial,Combined,s
342400011299,Bard High Sch Early College Queens,2022,English Language Learner,Combined,s
342400011299,Bard High Sch Early College Queens,2022,Students with Disabilities,Combined,s
342400011299,Bard High Sch Early College Queens,2022,American Indian or Alaska Native,Combined,s
342400011455,Newtown High School,2022,Multiracial,Combined,s
342400011455,Newtown High School,2022,American Indian or Alaska Native,Combined,s
342400011485,Grover Cleveland High School,2022,Multiracial,Combined,s
342400011485,Grover Cleveland High School,2022,American Indian or Alaska Native,Combined,s
342400011520,Middle College Hs At Laguardia,2022,White,Combined,s
342400011520,Middle College Hs At Laguardia,2022,Multiracial,Combined,s
342400011520,Middle College Hs At Laguardia,2022,English Language Learner,Combined,s
342400011520,Middle College Hs At Laguardia,2022,Black or African American,Combined,s
342400011520,Middle College Hs At Laguardia,2022,Students with Disabilities,Combined,s
342400011520,Middle College Hs At Laguardia,2022,American Indian or Alaska Native,Combined,s
342400011520,Middle College Hs At Laguardia,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342400011530,Intntl High School At Laguardia,2022,White,Combined,s
342400011530,Intntl High School At Laguardia,2022,Multiracial,Combined,s
342400011530,Intntl High School At Laguardia,2022,Black or African American,Combined,s
342400011530,Intntl High School At Laguardia,2022,Students with Disabilities,Combined,s
342400011530,Intntl High School At Laguardia,2022,American Indian or Alaska Native,Combined,s
342400011530,Intntl High School At Laguardia,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342400011550,High School For Arts & Business,2022,White,Combined,s
342400011550,High School For Arts & Business,2022,Multiracial,Combined,s
342400011550,High School For Arts & Business,2022,English Language Learner,Combined,s
342400011550,High School For Arts & Business,2022,American Indian or Alaska Native,Combined,s
342400011560,Robert F Wagner Jr Secondary,2022,Multiracial,Combined,s
342400011560,Robert F Wagner Jr Secondary,2022,English Language Learner,Combined,s
342400011560,Robert F Wagner Jr Secondary,2022,Black or African American,Combined,s
342400011560,Robert F Wagner Jr Secondary,2022,American Indian or Alaska Native,Combined,s
342400011585,Maspeth High School,2022,English Language Learner,Combined,s
342400011585,Maspeth High School,2022,Black or African American,Combined,s
342400011585,Maspeth High School,2022,American Indian or Alaska Native,Combined,s
342400011600,Queens Technical High School,2022,Multiracial,Combined,s
342400011600,Queens Technical High School,2022,American Indian or Alaska Native,Combined,s
342400011610,Aviation Career And Tech Ed Hs,2022,English Language Learner,Combined,s
342400011610,Aviation Career And Tech Ed Hs,2022,American Indian or Alaska Native,Combined,s
342400011744,Voyages Preparatory,2022,White,Combined,s
342400011744,Voyages Preparatory,2022,Multiracial,Combined,s
342400011744,Voyages Preparatory,2022,English Language Learner,Combined,s
342400011744,Voyages Preparatory,2022,Black or African American,Combined,s
342400011744,Voyages Preparatory,2022,Students with Disabilities,Combined,s
342400011744,Voyages Preparatory,2022,American Indian or Alaska Native,Combined,s
342400011744,Voyages Preparatory,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342500011240,Veritas Academy,2022,Multiracial,Combined,s
342500011240,Veritas Academy,2022,American Indian or Alaska Native,Combined,s
342500011241,Queens Hs For Language Studies,2022,White,Combined,s
342500011241,Queens Hs For Language Studies,2022,Multiracial,Combined,s
342500011241,Queens Hs For Language Studies,2022,Students with Disabilities,Combined,s
342500011241,Queens Hs For Language Studies,2022,Black or African American,Combined,s
342500011241,Queens Hs For Language Studies,2022,American Indian or Alaska Native,Combined,s
342500011252,Queens School Of Inquiry,2022,Multiracial,Combined,s
342500011252,Queens School Of Inquiry,2022,English Language Learner,Combined,s
342500011252,Queens School Of Inquiry,2022,American Indian or Alaska Native,Combined,s
342500011263,Flushing Intrnl High School,2022,White,Combined,s
342500011263,Flushing Intrnl High School,2022,Multiracial,Combined,s
342500011263,Flushing Intrnl High School,2022,Black or African American,Combined,s
342500011263,Flushing Intrnl High School,2022,Students with Disabilities,Combined,s
342500011263,Flushing Intrnl High School,2022,American Indian or Alaska Native,Combined,s
342500011281,East-West School Of Internation Stud,2022,White,Combined,s
342500011281,East-West School Of Internation Stud,2022,Multiracial,Combined,s
342500011281,East-West School Of Internation Stud,2022,English Language Learner,Combined,s
342500011281,East-West School Of Internation Stud,2022,Black or African American,Combined,s
342500011281,East-West School Of Internation Stud,2022,American Indian or Alaska Native,Combined,s
342500011285,World Journalism Preparatory,2022,Multiracial,Combined,s
342500011285,World Journalism Preparatory,2022,English Language Learner,Combined,s
342500011285,World Journalism Preparatory,2022,Black or African American,Combined,s
342500011285,World Journalism Preparatory,2022,American Indian or Alaska Native,Combined,s
342500011425,John Bowne High School,2022,American Indian or Alaska Native,Combined,s
342500011425,John Bowne High School,2022,Multiracial,Combined,s
342500011460,Flushing High School,2022,White,Combined,s
342500011460,Flushing High School,2022,Multiracial,Combined,s
342500011460,Flushing High School,2022,American Indian or Alaska Native,Combined,s
342500011525,Townsend Harris High School,2022,English Language Learner,Combined,s
342500011525,Townsend Harris High School,2022,Students with Disabilities,Combined,s
342500011525,Townsend Harris High School,2022,American Indian or Alaska Native,Combined,s
342500011540,Queens Academy High School,2022,White,Combined,s
342500011540,Queens Academy High School,2022,Multiracial,Combined,s
342500011540,Queens Academy High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342500011540,Queens Academy High School,2022,American Indian or Alaska Native,Combined,s
342500011670,Robert F Kennedy Community Hs,2022,Multiracial,Combined,s
342500011670,Robert F Kennedy Community Hs,2022,English Language Learner,Combined,s
342500011670,Robert F Kennedy Community Hs,2022,American Indian or Alaska Native,Combined,s
342500011792,North Queens Community High School,2022,White,Combined,s
342500011792,North Queens Community High School,2022,Multiracial,Combined,s
342500011792,North Queens Community High School,2022,English Language Learner,Combined,s
342500011792,North Queens Community High School,2022,Students with Disabilities,Combined,s
342500011792,North Queens Community High School,2022,American Indian or Alaska Native,Combined,s
342500011792,North Queens Community High School,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342600010074,Jhs 74 Nathaniel Hawthorne,2022,White,Combined,s
342600010074,Jhs 74 Nathaniel Hawthorne,2022,Hispanic or Latino,Combined,s
342600010074,Jhs 74 Nathaniel Hawthorne,2022,Multiracial,Combined,s
342600010074,Jhs 74 Nathaniel Hawthorne,2022,Economically Disadvantaged,Combined,s
342600010074,Jhs 74 Nathaniel Hawthorne,2022,English Language Learner,Combined,s
342600010074,Jhs 74 Nathaniel Hawthorne,2022,Students with Disabilities,Combined,s
342600010074,Jhs 74 Nathaniel Hawthorne,2022,Black or African American,Combined,s
342600010074,Jhs 74 Nathaniel Hawthorne,2022,American Indian or Alaska Native,Combined,s
342600010074,Jhs 74 Nathaniel Hawthorne,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342600011315,Business Technology Early College Hs,2022,White,Combined,s
342600011315,Business Technology Early College Hs,2022,Multiracial,Combined,s
342600011315,Business Technology Early College Hs,2022,English Language Learner,Combined,s
342600011315,Business Technology Early College Hs,2022,American Indian or Alaska Native,Combined,s
342600011415,Benjamin N Cardozo High School,2022,Multiracial,Combined,s
342600011415,Benjamin N Cardozo High School,2022,American Indian or Alaska Native,Combined,s
342600011430,Francis Lewis High School,2022,Multiracial,Combined,s
342600011430,Francis Lewis High School,2022,American Indian or Alaska Native,Combined,s
342600011435,Martin Van Buren High School,2022,White,Combined,s
342600011435,Martin Van Buren High School,2022,Multiracial,Combined,s
342600011435,Martin Van Buren High School,2022,American Indian or Alaska Native,Combined,s
342600011495,Bayside High School,2022,Multiracial,Combined,s
342600011566,Queens High School Of Teaching,2022,Multiracial,Combined,s
342600011566,Queens High School Of Teaching,2022,English Language Learner,Combined,s
342600011566,Queens High School Of Teaching,2022,American Indian or Alaska Native,Combined,s
342700010043,Ps 43,2022,White,Combined,s
342700010043,Ps 43,2022,Hispanic or Latino,Combined,s
342700010043,Ps 43,2022,Multiracial,Combined,s
342700010043,Ps 43,2022,Economically Disadvantaged,Combined,s
342700010043,Ps 43,2022,Black or African American,Combined,s
342700010043,Ps 43,2022,Students with Disabilities,Combined,s
342700010043,Ps 43,2022,English Language Learner,Combined,s
342700010043,Ps 43,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342700010043,Ps 43,2022,American Indian or Alaska Native,Combined,s
342700010314,Epic High School-South,2022,White,Combined,s
342700010314,Epic High School-South,2022,Multiracial,Combined,s
342700010314,Epic High School-South,2022,English Language Learner,Combined,s
342700010314,Epic High School-South,2022,American Indian or Alaska Native,Combined,s
342700010323,Scholars' Academy,2022,Multiracial,Combined,s
342700010323,Scholars' Academy,2022,English Language Learner,Combined,s
342700010323,Scholars' Academy,2022,American Indian or Alaska Native,Combined,s
342700011260,Frederick Douglass Acad Vi Hs,2022,White,Combined,s
342700011260,Frederick Douglass Acad Vi Hs,2022,Multiracial,Combined,s
342700011260,Frederick Douglass Acad Vi Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342700011260,Frederick Douglass Acad Vi Hs,2022,American Indian or Alaska Native,Combined,s
342700011261,Voyages Prep-South Queens,2022,White,Combined,s
342700011261,Voyages Prep-South Queens,2022,Multiracial,Combined,s
342700011261,Voyages Prep-South Queens,2022,English Language Learner,Combined,s
342700011261,Voyages Prep-South Queens,2022,Students with Disabilities,Combined,s
342700011261,Voyages Prep-South Queens,2022,American Indian or Alaska Native,Combined,s
342700011261,Voyages Prep-South Queens,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342700011262,Channel View School For Research,2022,Multiracial,Combined,s
342700011262,Channel View School For Research,2022,English Language Learner,Combined,s
342700011262,Channel View School For Research,2022,American Indian or Alaska Native,Combined,s
342700011262,Channel View School For Research,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342700011302,Queens Hs For Infor And Research,2022,White,Combined,s
342700011302,Queens Hs For Infor And Research,2022,Multiracial,Combined,s
342700011302,Queens Hs For Infor And Research,2022,American Indian or Alaska Native,Combined,s
342700011302,Queens Hs For Infor And Research,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342700011308,Robert H Goddard Hs-Comm/Tech,2022,Multiracial,Combined,s
342700011308,Robert H Goddard Hs-Comm/Tech,2022,English Language Learner,Combined,s
342700011308,Robert H Goddard Hs-Comm/Tech,2022,American Indian or Alaska Native,Combined,s
342700011309,Academy Of Medical Technology,2022,White,Combined,s
342700011309,Academy Of Medical Technology,2022,Multiracial,Combined,s
342700011309,Academy Of Medical Technology,2022,American Indian or Alaska Native,Combined,s
342700011309,Academy Of Medical Technology,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342700011324,Rockaway Park Hs-Environment Sustain,2022,White,Combined,s
342700011324,Rockaway Park Hs-Environment Sustain,2022,Multiracial,Combined,s
342700011324,Rockaway Park Hs-Environment Sustain,2022,English Language Learner,Combined,s
342700011324,Rockaway Park Hs-Environment Sustain,2022,American Indian or Alaska Native,Combined,s
342700011324,Rockaway Park Hs-Environment Sustain,2022,Asian or Native Hawaiian/Other Pacific Islander,Combined,s
342700011334,Epic High School - North,2022,White,Combined,s
342700011334,Epic High School - North,2022,Multiracial,Combined,s
342700011334,Epic High School - North,2022,American Indian or Alaska Native,Combined,s
342700011351,Rockaway Collegiate High School,2022,White,Combined,s
