entity_cd,county,district,nrc_index,school,year,subgroup,grad_rate
321000011437,Bronx,Nyc Geog Dist #10 - Bronx,1,Fordham High School For The Arts,2022,Economically Disadvantaged,96.2
321000011437,Bronx,Nyc Geog Dist #10 - Bronx,1,Fordham High School For The Arts,2022,Black or African American,96.8
321000011437,Bronx,Nyc Geog Dist #10 - Bronx,1,Fordham High School For The Arts,2022,Students with Disabilities,95.0
321000011438,Bronx,Nyc Geog Dist #10 - Bronx,1,Fordham Leadership Academy,2022,Economically Disadvantaged,95.0
321000011438,Bronx,Nyc Geog Dist #10 - Bronx,1,Fordham Leadership Academy,2022,Hispanic or Latino,95.0
321000011438,Bronx,Nyc Geog Dist #10 - Bronx,1,Fordham Leadership Academy,2022,English Language Learner,100.0
321000011438,Bronx,Nyc Geog Dist #10 - Bronx,1,Fordham Leadership Academy,2022,Black or African American,96.9
321000011438,Bronx,Nyc Geog Dist #10 - Bronx,1,Fordham Leadership Academy,2022,Students with Disabilities,84.8
321000011439,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School-Law & Comm Svc,2022,Economically Disadvantaged,96.4
321000011439,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School-Law & Comm Svc,2022,Hispanic or Latino,95.8
321000011439,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School-Law & Comm Svc,2022,Black or African American,98.7
321000011439,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School-Law & Comm Svc,2022,Students with Disabilities,87.7
321000011440,Bronx,Nyc Geog Dist #10 - Bronx,1,Dewitt Clinton High School,2022,Hispanic or Latino,80.9
321000011440,Bronx,Nyc Geog Dist #10 - Bronx,1,Dewitt Clinton High School,2022,Economically Disadvantaged,86.5
321000011440,Bronx,Nyc Geog Dist #10 - Bronx,1,Dewitt Clinton High School,2022,Black or African American,91.1
321000011440,Bronx,Nyc Geog Dist #10 - Bronx,1,Dewitt Clinton High School,2022,English Language Learner,76.0
321000011440,Bronx,Nyc Geog Dist #10 - Bronx,1,Dewitt Clinton High School,2022,Students with Disabilities,75.1
321000011440,Bronx,Nyc Geog Dist #10 - Bronx,1,Dewitt Clinton High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
321000011442,Bronx,Nyc Geog Dist #10 - Bronx,1,Celia Cruz Bronx Hs Of Music (The),2022,Hispanic or Latino,99.4
321000011442,Bronx,Nyc Geog Dist #10 - Bronx,1,Celia Cruz Bronx Hs Of Music (The),2022,Economically Disadvantaged,99.5
321000011442,Bronx,Nyc Geog Dist #10 - Bronx,1,Celia Cruz Bronx Hs Of Music (The),2022,Black or African American,100.0
321000011442,Bronx,Nyc Geog Dist #10 - Bronx,1,Celia Cruz Bronx Hs Of Music (The),2022,Students with Disabilities,98.3
321000011445,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School Of Science,2022,Hispanic or Latino,100.0
321000011445,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School Of Science,2022,White,100.0
321000011445,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School Of Science,2022,Multiracial,100.0
321000011445,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School Of Science,2022,Economically Disadvantaged,100.0
321000011445,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School Of Science,2022,Black or African American,100.0
321000011445,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School Of Science,2022,Students with Disabilities,100.0
321000011445,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx High School Of Science,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
321000011477,Bronx,Nyc Geog Dist #10 - Bronx,1,Marble Hill Hs-Intrntnl Studies,2022,Hispanic or Latino,98.5
321000011477,Bronx,Nyc Geog Dist #10 - Bronx,1,Marble Hill Hs-Intrntnl Studies,2022,English Language Learner,100.0
321000011477,Bronx,Nyc Geog Dist #10 - Bronx,1,Marble Hill Hs-Intrntnl Studies,2022,Economically Disadvantaged,98.6
321000011477,Bronx,Nyc Geog Dist #10 - Bronx,1,Marble Hill Hs-Intrntnl Studies,2022,Black or African American,97.4
321000011477,Bronx,Nyc Geog Dist #10 - Bronx,1,Marble Hill Hs-Intrntnl Studies,2022,Students with Disabilities,93.8
321000011477,Bronx,Nyc Geog Dist #10 - Bronx,1,Marble Hill Hs-Intrntnl Studies,2022,Asian or Native Hawaiian/Other Pacific Islander,97.4
321000011524,Bronx,Nyc Geog Dist #10 - Bronx,1,Crotona International High School,2022,English Language Learner,85.3
321000011524,Bronx,Nyc Geog Dist #10 - Bronx,1,Crotona International High School,2022,Hispanic or Latino,84.9
321000011524,Bronx,Nyc Geog Dist #10 - Bronx,1,Crotona International High School,2022,Economically Disadvantaged,87.0
321000011546,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx Theatre High School,2022,Hispanic or Latino,85.7
321000011546,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx Theatre High School,2022,Economically Disadvantaged,85.3
321000011546,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx Theatre High School,2022,Students with Disabilities,80.7
321000011546,Bronx,Nyc Geog Dist #10 - Bronx,1,Bronx Theatre High School,2022,Black or African American,80.0
321000011549,Bronx,Nyc Geog Dist #10 - Bronx,1,Discovery High School,2022,Hispanic or Latino,90.7
321000011549,Bronx,Nyc Geog Dist #10 - Bronx,1,Discovery High School,2022,English Language Learner,89.9
321000011549,Bronx,Nyc Geog Dist #10 - Bronx,1,Discovery High School,2022,Economically Disadvantaged,90.6
321000011549,Bronx,Nyc Geog Dist #10 - Bronx,1,Discovery High School,2022,Black or African American,92.4
321000011549,Bronx,Nyc Geog Dist #10 - Bronx,1,Discovery High School,2022,Students with Disabilities,81.1
321000011565,Bronx,Nyc Geog Dist #10 - Bronx,1,High School For Energy And Technolog,2022,Hispanic or Latino,86.1
321000011565,Bronx,Nyc Geog Dist #10 - Bronx,1,High School For Energy And Technolog,2022,Economically Disadvantaged,86.2
321000011565,Bronx,Nyc Geog Dist #10 - Bronx,1,High School For Energy And Technolog,2022,Black or African American,89.0
321000011565,Bronx,Nyc Geog Dist #10 - Bronx,1,High School For Energy And Technolog,2022,Students with Disabilities,81.8
321000011696,Bronx,Nyc Geog Dist #10 - Bronx,1,Hs Amer Studies At Lehman Coll,2022,White,99.4
321000011696,Bronx,Nyc Geog Dist #10 - Bronx,1,Hs Amer Studies At Lehman Coll,2022,Economically Disadvantaged,100.0
321000011696,Bronx,Nyc Geog Dist #10 - Bronx,1,Hs Amer Studies At Lehman Coll,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
321000860704,Bronx,Charter School,7,New Visions Charter Hs-Humanities,2022,Hispanic or Latino,100.0
321000860704,Bronx,Charter School,7,New Visions Charter Hs-Humanities,2022,Economically Disadvantaged,99.7
321000860704,Bronx,Charter School,7,New Visions Charter Hs-Humanities,2022,Black or African American,99.4
321000860704,Bronx,Charter School,7,New Visions Charter Hs-Humanities,2022,Students with Disabilities,100.0
321000860904,Bronx,Charter School,7,International Leadership Charter Hs,2022,Hispanic or Latino,92.5
321000860904,Bronx,Charter School,7,International Leadership Charter Hs,2022,Economically Disadvantaged,94.7
321000860904,Bronx,Charter School,7,International Leadership Charter Hs,2022,Students with Disabilities,93.3
321000860999,Bronx,Charter School,7,New Visions Charter Hs-Adv Math/Scie,2022,Hispanic or Latino,96.7
321000860999,Bronx,Charter School,7,New Visions Charter Hs-Adv Math/Scie,2022,Economically Disadvantaged,97.4
321000860999,Bronx,Charter School,7,New Visions Charter Hs-Adv Math/Scie,2022,Black or African American,98.2
321000861064,Bronx,Charter School,7,Charter Hs-Law And Social Justice,2022,Hispanic or Latino,78.6
321000861064,Bronx,Charter School,7,Charter Hs-Law And Social Justice,2022,Economically Disadvantaged,81.8
321000861064,Bronx,Charter School,7,Charter Hs-Law And Social Justice,2022,Students with Disabilities,93.8
321000861064,Bronx,Charter School,7,Charter Hs-Law And Social Justice,2022,Black or African American,66.7
321100011249,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Health Sciences High School,2022,Hispanic or Latino,100.0
321100011249,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Health Sciences High School,2022,Economically Disadvantaged,99.2
321100011249,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Health Sciences High School,2022,Black or African American,98.6
321100011253,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx High Sch-Writing & Comm Arts,2022,Hispanic or Latino,72.6
321100011253,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx High Sch-Writing & Comm Arts,2022,Economically Disadvantaged,73.9
321100011253,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx High Sch-Writing & Comm Arts,2022,Black or African American,78.8
321100011253,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx High Sch-Writing & Comm Arts,2022,Students with Disabilities,62.6
321100011265,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Lab School,2022,Hispanic or Latino,80.2
321100011265,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Lab School,2022,Economically Disadvantaged,77.8
321100011265,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Lab School,2022,Black or African American,76.2
321100011265,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Lab School,2022,Students with Disabilities,63.3
321100011270,Bronx,Nyc Geog Dist #11 - Bronx,1,Acad-Scholarship & Entrepreneurship,2022,Hispanic or Latino,72.6
321100011270,Bronx,Nyc Geog Dist #11 - Bronx,1,Acad-Scholarship & Entrepreneurship,2022,Economically Disadvantaged,81.1
321100011270,Bronx,Nyc Geog Dist #11 - Bronx,1,Acad-Scholarship & Entrepreneurship,2022,Black or African American,86.1
321100011270,Bronx,Nyc Geog Dist #11 - Bronx,1,Acad-Scholarship & Entrepreneurship,2022,Students with Disabilities,59.8
321100011275,Bronx,Nyc Geog Dist #11 - Bronx,1,High School-Computers & Technology,2022,Hispanic or Latino,84.8
321100011275,Bronx,Nyc Geog Dist #11 - Bronx,1,High School-Computers & Technology,2022,Economically Disadvantaged,84.8
321100011275,Bronx,Nyc Geog Dist #11 - Bronx,1,High School-Computers & Technology,2022,Students with Disabilities,76.6
321100011275,Bronx,Nyc Geog Dist #11 - Bronx,1,High School-Computers & Technology,2022,Black or African American,87.0
321100011288,Bronx,Nyc Geog Dist #11 - Bronx,1,Collegiate Inst For Math & Sci,2022,White,94.8
321100011288,Bronx,Nyc Geog Dist #11 - Bronx,1,Collegiate Inst For Math & Sci,2022,Hispanic or Latino,88.7
321100011288,Bronx,Nyc Geog Dist #11 - Bronx,1,Collegiate Inst For Math & Sci,2022,Economically Disadvantaged,90.3
321100011288,Bronx,Nyc Geog Dist #11 - Bronx,1,Collegiate Inst For Math & Sci,2022,Students with Disabilities,60.0
321100011288,Bronx,Nyc Geog Dist #11 - Bronx,1,Collegiate Inst For Math & Sci,2022,Asian or Native Hawaiian/Other Pacific Islander,98.0
321100011288,Bronx,Nyc Geog Dist #11 - Bronx,1,Collegiate Inst For Math & Sci,2022,Black or African American,90.4
321100011290,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Academy Of Health Careers,2022,English Language Learner,89.5
321100011290,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Academy Of Health Careers,2022,Hispanic or Latino,88.6
321100011290,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Academy Of Health Careers,2022,Economically Disadvantaged,90.1
321100011290,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Academy Of Health Careers,2022,Black or African American,95.2
321100011290,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Academy Of Health Careers,2022,Students with Disabilities,87.4
321100011299,Bronx,Nyc Geog Dist #11 - Bronx,1,Astor Collegiate Academy,2022,White,81.3
321100011299,Bronx,Nyc Geog Dist #11 - Bronx,1,Astor Collegiate Academy,2022,Hispanic or Latino,81.5
321100011299,Bronx,Nyc Geog Dist #11 - Bronx,1,Astor Collegiate Academy,2022,Economically Disadvantaged,82.9
321100011299,Bronx,Nyc Geog Dist #11 - Bronx,1,Astor Collegiate Academy,2022,Black or African American,79.8
321100011299,Bronx,Nyc Geog Dist #11 - Bronx,1,Astor Collegiate Academy,2022,Students with Disabilities,55.6
321100011418,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx High School For The Visual Art,2022,Hispanic or Latino,82.5
321100011418,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx High School For The Visual Art,2022,Black or African American,76.5
321100011418,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx High School For The Visual Art,2022,Economically Disadvantaged,78.6
321100011418,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx High School For The Visual Art,2022,Students with Disabilities,73.8
321100011455,Bronx,Nyc Geog Dist #11 - Bronx,1,Harry S Truman High School,2022,Hispanic or Latino,75.7
321100011455,Bronx,Nyc Geog Dist #11 - Bronx,1,Harry S Truman High School,2022,White,76.9
321100011455,Bronx,Nyc Geog Dist #11 - Bronx,1,Harry S Truman High School,2022,Economically Disadvantaged,77.2
321100011455,Bronx,Nyc Geog Dist #11 - Bronx,1,Harry S Truman High School,2022,English Language Learner,71.1
321100011455,Bronx,Nyc Geog Dist #11 - Bronx,1,Harry S Truman High School,2022,Black or African American,84.0
321100011455,Bronx,Nyc Geog Dist #11 - Bronx,1,Harry S Truman High School,2022,Students with Disabilities,59.9
321100011455,Bronx,Nyc Geog Dist #11 - Bronx,1,Harry S Truman High School,2022,Asian or Native Hawaiian/Other Pacific Islander,91.5
321100011508,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronxdale High School,2022,Hispanic or Latino,85.2
321100011508,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronxdale High School,2022,Economically Disadvantaged,86.7
321100011508,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronxdale High School,2022,Students with Disabilities,78.6
321100011508,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronxdale High School,2022,Black or African American,90.3
321100011509,Bronx,Nyc Geog Dist #11 - Bronx,1,Hs For Language-Innovation,2022,Hispanic or Latino,89.0
321100011509,Bronx,Nyc Geog Dist #11 - Bronx,1,Hs For Language-Innovation,2022,White,94.5
321100011509,Bronx,Nyc Geog Dist #11 - Bronx,1,Hs For Language-Innovation,2022,English Language Learner,85.1
321100011509,Bronx,Nyc Geog Dist #11 - Bronx,1,Hs For Language-Innovation,2022,Economically Disadvantaged,92.6
321100011509,Bronx,Nyc Geog Dist #11 - Bronx,1,Hs For Language-Innovation,2022,Asian or Native Hawaiian/Other Pacific Islander,94.3
321100011513,Bronx,Nyc Geog Dist #11 - Bronx,1,New World High School,2022,Hispanic or Latino,83.7
321100011513,Bronx,Nyc Geog Dist #11 - Bronx,1,New World High School,2022,Economically Disadvantaged,89.0
321100011513,Bronx,Nyc Geog Dist #11 - Bronx,1,New World High School,2022,English Language Learner,80.1
321100011514,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronxwood Prep Academy (The),2022,Hispanic or Latino,71.1
321100011514,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronxwood Prep Academy (The),2022,Economically Disadvantaged,81.5
321100011514,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronxwood Prep Academy (The),2022,Students with Disabilities,65.5
321100011514,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronxwood Prep Academy (The),2022,Black or African American,86.7
321100011542,Bronx,Nyc Geog Dist #11 - Bronx,1,Pelham Preparatory Academy,2022,White,100.0
321100011542,Bronx,Nyc Geog Dist #11 - Bronx,1,Pelham Preparatory Academy,2022,Hispanic or Latino,91.1
321100011542,Bronx,Nyc Geog Dist #11 - Bronx,1,Pelham Preparatory Academy,2022,English Language Learner,83.3
321100011542,Bronx,Nyc Geog Dist #11 - Bronx,1,Pelham Preparatory Academy,2022,Economically Disadvantaged,91.2
321100011542,Bronx,Nyc Geog Dist #11 - Bronx,1,Pelham Preparatory Academy,2022,Students with Disabilities,84.1
321100011542,Bronx,Nyc Geog Dist #11 - Bronx,1,Pelham Preparatory Academy,2022,Black or African American,90.8
321100011544,Bronx,Nyc Geog Dist #11 - Bronx,1,High School For Contemporary Arts,2022,Hispanic or Latino,80.9
321100011544,Bronx,Nyc Geog Dist #11 - Bronx,1,High School For Contemporary Arts,2022,Economically Disadvantaged,80.5
321100011544,Bronx,Nyc Geog Dist #11 - Bronx,1,High School For Contemporary Arts,2022,English Language Learner,79.8
321100011544,Bronx,Nyc Geog Dist #11 - Bronx,1,High School For Contemporary Arts,2022,Black or African American,83.5
321100011544,Bronx,Nyc Geog Dist #11 - Bronx,1,High School For Contemporary Arts,2022,Students with Disabilities,61.1
321100011545,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Aerospace High School,2022,Hispanic or Latino,72.5
321100011545,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Aerospace High School,2022,Economically Disadvantaged,74.5
321100011545,Bronx,Nyc Geog Dist #11 - Bronx,1,Bronx Aerospace High School,2022,Black or African American,78.5
321100860956,Bronx,Charter School,7,Equality Charter School,2022,Hispanic or Latino,90.3
321100860956,Bronx,Charter School,7,Equality Charter School,2022,Economically Disadvantaged,91.5
321100860956,Bronx,Charter School,7,Equality Charter School,2022,Black or African American,91.9
321100860956,Bronx,Charter School,7,Equality Charter School,2022,Students with Disabilities,79.2
321200010242,Bronx,Nyc Geog Dist #12 - Bronx,1,Mott Hall V,2022,Hispanic or Latino,93.1
321200010242,Bronx,Nyc Geog Dist #12 - Bronx,1,Mott Hall V,2022,Economically Disadvantaged,93.6
321200010242,Bronx,Nyc Geog Dist #12 - Bronx,1,Mott Hall V,2022,Black or African American,93.7
321200010242,Bronx,Nyc Geog Dist #12 - Bronx,1,Mott Hall V,2022,Students with Disabilities,84.1
321200011248,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan High School,2022,Hispanic or Latino,73.4
321200011248,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan High School,2022,English Language Learner,70.4
321200011248,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan High School,2022,Economically Disadvantaged,76.3
321200011248,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan High School,2022,Black or African American,77.9
321200011248,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan High School,2022,Students with Disabilities,65.7
321200011251,Bronx,Nyc Geog Dist #12 - Bronx,1,Explorations Academy Hs,2022,Hispanic or Latino,73.6
321200011251,Bronx,Nyc Geog Dist #12 - Bronx,1,Explorations Academy Hs,2022,Economically Disadvantaged,76.2
321200011251,Bronx,Nyc Geog Dist #12 - Bronx,1,Explorations Academy Hs,2022,English Language Learner,65.6
321200011251,Bronx,Nyc Geog Dist #12 - Bronx,1,Explorations Academy Hs,2022,Black or African American,70.6
321200011251,Bronx,Nyc Geog Dist #12 - Bronx,1,Explorations Academy Hs,2022,Students with Disabilities,54.7
321200011267,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Latin School,2022,Hispanic or Latino,95.9
321200011267,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Latin School,2022,Economically Disadvantaged,94.8
321200011267,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Latin School,2022,Black or African American,84.0
321200011267,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Latin School,2022,Students with Disabilities,88.0
321200011271,Bronx,Nyc Geog Dist #12 - Bronx,1,East Bronx Academy For The Future,2022,Hispanic or Latino,81.7
321200011271,Bronx,Nyc Geog Dist #12 - Bronx,1,East Bronx Academy For The Future,2022,English Language Learner,71.8
321200011271,Bronx,Nyc Geog Dist #12 - Bronx,1,East Bronx Academy For The Future,2022,Economically Disadvantaged,82.7
321200011271,Bronx,Nyc Geog Dist #12 - Bronx,1,East Bronx Academy For The Future,2022,Black or African American,83.7
321200011271,Bronx,Nyc Geog Dist #12 - Bronx,1,East Bronx Academy For The Future,2022,Students with Disabilities,73.7
321200011388,Bronx,Nyc Geog Dist #12 - Bronx,1,Pan American International Hs-Monroe,2022,Hispanic or Latino,89.6
321200011388,Bronx,Nyc Geog Dist #12 - Bronx,1,Pan American International Hs-Monroe,2022,Economically Disadvantaged,90.7
321200011388,Bronx,Nyc Geog Dist #12 - Bronx,1,Pan American International Hs-Monroe,2022,English Language Learner,90.1
321200011446,Bronx,Nyc Geog Dist #12 - Bronx,1,Arturo A Schomburg Satellite-Bronx,2022,Hispanic or Latino,51.6
321200011446,Bronx,Nyc Geog Dist #12 - Bronx,1,Arturo A Schomburg Satellite-Bronx,2022,Economically Disadvantaged,50.6
321200011446,Bronx,Nyc Geog Dist #12 - Bronx,1,Arturo A Schomburg Satellite-Bronx,2022,Black or African American,45.9
321200011478,Bronx,Nyc Geog Dist #12 - Bronx,1,Cinema School (The),2022,Hispanic or Latino,96.8
321200011478,Bronx,Nyc Geog Dist #12 - Bronx,1,Cinema School (The),2022,Economically Disadvantaged,94.6
321200011478,Bronx,Nyc Geog Dist #12 - Bronx,1,Cinema School (The),2022,Students with Disabilities,86.7
321200011479,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Career And College Prep Hs,2022,Economically Disadvantaged,72.2
321200011479,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Career And College Prep Hs,2022,English Language Learner,73.5
321200011479,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Career And College Prep Hs,2022,Students with Disabilities,48.8
321200011479,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Career And College Prep Hs,2022,Black or African American,81.8
321200011479,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Career And College Prep Hs,2022,Hispanic or Latino,69.4
321200011480,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Regional High School,2022,Hispanic or Latino,44.3
321200011480,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Regional High School,2022,Economically Disadvantaged,37.1
321200011480,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Regional High School,2022,Black or African American,49.6
321200011511,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Envision Academy,2022,Hispanic or Latino,78.1
321200011511,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Envision Academy,2022,English Language Learner,76.2
321200011511,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Envision Academy,2022,Economically Disadvantaged,81.3
321200011511,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Envision Academy,2022,Students with Disabilities,67.9
321200011511,Bronx,Nyc Geog Dist #12 - Bronx,1,Bronx Envision Academy,2022,Black or African American,86.2
321200011521,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan Soundview Hs,2022,Hispanic or Latino,80.2
321200011521,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan Soundview Hs,2022,Economically Disadvantaged,77.4
321200011521,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan Soundview Hs,2022,English Language Learner,63.4
321200011521,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan Soundview Hs,2022,Black or African American,76.5
321200011521,Bronx,Nyc Geog Dist #12 - Bronx,1,Metropolitan Soundview Hs,2022,Students with Disabilities,57.2
321200011550,Bronx,Nyc Geog Dist #12 - Bronx,1,High School Of World Cultures,2022,Hispanic or Latino,84.6
321200011550,Bronx,Nyc Geog Dist #12 - Bronx,1,High School Of World Cultures,2022,Economically Disadvantaged,88.6
321200011550,Bronx,Nyc Geog Dist #12 - Bronx,1,High School Of World Cultures,2022,English Language Learner,86.7
321200011682,Bronx,Nyc Geog Dist #12 - Bronx,1,Fannie Lou Hamer Freedom Hs,2022,Hispanic or Latino,79.6
321200011682,Bronx,Nyc Geog Dist #12 - Bronx,1,Fannie Lou Hamer Freedom Hs,2022,Economically Disadvantaged,75.4
321200011682,Bronx,Nyc Geog Dist #12 - Bronx,1,Fannie Lou Hamer Freedom Hs,2022,Black or African American,78.8
321200011682,Bronx,Nyc Geog Dist #12 - Bronx,1,Fannie Lou Hamer Freedom Hs,2022,Students with Disabilities,70.9
321200011684,Bronx,Nyc Geog Dist #12 - Bronx,1,Wings Academy,2022,Hispanic or Latino,69.9
321200011684,Bronx,Nyc Geog Dist #12 - Bronx,1,Wings Academy,2022,Economically Disadvantaged,69.3
321200011684,Bronx,Nyc Geog Dist #12 - Bronx,1,Wings Academy,2022,Black or African American,71.6
321200011684,Bronx,Nyc Geog Dist #12 - Bronx,1,Wings Academy,2022,Students with Disabilities,68.1
321200860870,Bronx,Charter School,7,Pharos Academy Charter School,2022,Hispanic or Latino,83.7
321200860870,Bronx,Charter School,7,Pharos Academy Charter School,2022,Economically Disadvantaged,81.4
321200860870,Bronx,Charter School,7,Pharos Academy Charter School,2022,Black or African American,94.5
321200860965,Bronx,Charter School,7,Dr R Izquierdo Health/Science Cs,2022,Hispanic or Latino,87.6
321200860965,Bronx,Charter School,7,Dr R Izquierdo Health/Science Cs,2022,Economically Disadvantaged,89.1
321200860965,Bronx,Charter School,7,Dr R Izquierdo Health/Science Cs,2022,Students with Disabilities,80.0
321200860965,Bronx,Charter School,7,Dr R Izquierdo Health/Science Cs,2022,Black or African American,97.1
321200861010,Bronx,Charter School,7,New Visions Aim Charter Hs Ii,2022,Hispanic or Latino,22.0
321200861010,Bronx,Charter School,7,New Visions Aim Charter Hs Ii,2022,Economically Disadvantaged,23.5
321200861010,Bronx,Charter School,7,New Visions Aim Charter Hs Ii,2022,Students with Disabilities,23.0
321200861010,Bronx,Charter School,7,New Visions Aim Charter Hs Ii,2022,Black or African American,29.3
331300010265,Kings,Nyc Geog Dist #13 - Brooklyn,1,Dr Susan S Mckinney Sec Sch-Arts,2022,Hispanic or Latino,86.7
331300010265,Kings,Nyc Geog Dist #13 - Brooklyn,1,Dr Susan S Mckinney Sec Sch-Arts,2022,Economically Disadvantaged,85.9
331300010265,Kings,Nyc Geog Dist #13 - Brooklyn,1,Dr Susan S Mckinney Sec Sch-Arts,2022,Black or African American,91.5
331300011350,Kings,Nyc Geog Dist #13 - Brooklyn,1,Urban Assembly School For Music-Art,2022,Economically Disadvantaged,87.9
331300011350,Kings,Nyc Geog Dist #13 - Brooklyn,1,Urban Assembly School For Music-Art,2022,Black or African American,88.8
331300011412,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Comm Arts-Media Hs,2022,Hispanic or Latino,88.2
331300011412,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Comm Arts-Media Hs,2022,Economically Disadvantaged,86.4
331300011412,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Comm Arts-Media Hs,2022,Students with Disabilities,69.4
331300011412,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Comm Arts-Media Hs,2022,Black or African American,87.4
331300011419,Kings,Nyc Geog Dist #13 - Brooklyn,1,Science Skills Center High School,2022,Hispanic or Latino,100.0
331300011419,Kings,Nyc Geog Dist #13 - Brooklyn,1,Science Skills Center High School,2022,Economically Disadvantaged,98.2
331300011419,Kings,Nyc Geog Dist #13 - Brooklyn,1,Science Skills Center High School,2022,Students with Disabilities,94.1
331300011419,Kings,Nyc Geog Dist #13 - Brooklyn,1,Science Skills Center High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
331300011419,Kings,Nyc Geog Dist #13 - Brooklyn,1,Science Skills Center High School,2022,Black or African American,98.8
331300011430,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Technical High School,2022,White,98.6
331300011430,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Technical High School,2022,Hispanic or Latino,96.1
331300011430,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Technical High School,2022,Multiracial,96.2
331300011430,Kings,Nyc Geog Dist #13 - Brooklyn,1,Brooklyn Technical High School,2022,Black or African American,95.5
