entity_cd,entity_name,year,subgroup_name,grad_rate
321200011550,High School Of World Cultures,2022,Economically Disadvantaged,88.6
321200011550,High School Of World Cultures,2022,English Language Learner,86.7
321200011682,Fannie Lou Hamer Freedom Hs,2022,Hispanic or Latino,79.6
321200011682,Fannie Lou Hamer Freedom Hs,2022,Economically Disadvantaged,75.4
321200011682,Fannie Lou Hamer Freedom Hs,2022,Black or African American,78.8
321200011682,Fannie Lou Hamer Freedom Hs,2022,Students with Disabilities,70.9
321200011684,Wings Academy,2022,Hispanic or Latino,69.9
321200011684,Wings Academy,2022,Economically Disadvantaged,69.3
321200011684,Wings Academy,2022,Black or African American,71.6
321200011684,Wings Academy,2022,Students with Disabilities,68.1
321200860870,Pharos Academy Charter School,2022,Hispanic or Latino,83.7
321200860870,Pharos Academy Charter School,2022,Economically Disadvantaged,81.4
321200860870,Pharos Academy Charter School,2022,Black or African American,94.5
321200860965,Dr R Izquierdo Health/Science Cs,2022,Hispanic or Latino,87.6
321200860965,Dr R Izquierdo Health/Science Cs,2022,Economically Disadvantaged,89.1
321200860965,Dr R Izquierdo Health/Science Cs,2022,Students with Disabilities,80.0
321200860965,Dr R Izquierdo Health/Science Cs,2022,Black or African American,97.1
321200861010,New Visions Aim Charter Hs Ii,2022,Hispanic or Latino,22.0
321200861010,New Visions Aim Charter Hs Ii,2022,Economically Disadvantaged,23.5
321200861010,New Visions Aim Charter Hs Ii,2022,Students with Disabilities,23.0
321200861010,New Visions Aim Charter Hs Ii,2022,Black or African American,29.3
331300010265,Dr Susan S Mckinney Sec Sch-Arts,2022,Hispanic or Latino,86.7
331300010265,Dr Susan S Mckinney Sec Sch-Arts,2022,Economically Disadvantaged,85.9
331300010265,Dr Susan S Mckinney Sec Sch-Arts,2022,Black or African American,91.5
331300011350,Urban Assembly School For Music-Art,2022,Economically Disadvantaged,87.9
331300011350,Urban Assembly School For Music-Art,2022,Black or African American,88.8
331300011412,Brooklyn Comm Arts-Media Hs,2022,Hispanic or Latino,88.2
331300011412,Brooklyn Comm Arts-Media Hs,2022,Economically Disadvantaged,86.4
331300011412,Brooklyn Comm Arts-Media Hs,2022,Students with Disabilities,69.4
331300011412,Brooklyn Comm Arts-Media Hs,2022,Black or African American,87.4
331300011419,Science Skills Center High School,2022,Hispanic or Latino,100.0
331300011419,Science Skills Center High School,2022,Economically Disadvantaged,98.2
331300011419,Science Skills Center High School,2022,Students with Disabilities,94.1
331300011419,Science Skills Center High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
331300011419,Science Skills Center High School,2022,Black or African American,98.8
331300011430,Brooklyn Technical High School,2022,White,98.6
331300011430,Brooklyn Technical High School,2022,Hispanic or Latino,96.1
331300011430,Brooklyn Technical High School,2022,Multiracial,96.2
331300011430,Brooklyn Technical High School,2022,Black or African American,95.5
331300011430,Brooklyn Technical High School,2022,Economically Disadvantaged,97.9
331300011430,Brooklyn Technical High School,2022,Students with Disabilities,70.8
331300011430,Brooklyn Technical High School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.0
331300011439,Brooklyn International Hs,2022,Hispanic or Latino,82.9
331300011439,Brooklyn International Hs,2022,Economically Disadvantaged,83.7
331300011439,Brooklyn International Hs,2022,English Language Learner,74.0
331300011439,Brooklyn International Hs,2022,Asian or Native Hawaiian/Other Pacific Islander,86.7
331300011483,Urban Assmbly Sch-Law & Jstce,2022,Hispanic or Latino,92.0
331300011483,Urban Assmbly Sch-Law & Jstce,2022,Economically Disadvantaged,95.7
331300011483,Urban Assmbly Sch-Law & Jstce,2022,Students with Disabilities,68.4
331300011483,Urban Assmbly Sch-Law & Jstce,2022,Black or African American,96.4
331300011527,Urban Assembly Inst Of Math And Scie,2022,Economically Disadvantaged,97.0
331300011527,Urban Assembly Inst Of Math And Scie,2022,Black or African American,96.7
331300011553,Brooklyn Academy High School,2022,Economically Disadvantaged,24.1
331300011553,Brooklyn Academy High School,2022,Black or African American,23.9
331300011594,Gotham Professional Arts Academy,2022,Economically Disadvantaged,84.8
331300011594,Gotham Professional Arts Academy,2022,Black or African American,85.4
331300011595,Bedford Academy High School,2022,Economically Disadvantaged,98.9
331300011595,Bedford Academy High School,2022,Black or African American,99.0
331300011605,George Westinghouse Career/Tech Hs,2022,Hispanic or Latino,91.3
331300011605,George Westinghouse Career/Tech Hs,2022,Economically Disadvantaged,94.8
331300011605,George Westinghouse Career/Tech Hs,2022,Students with Disabilities,80.6
331300011605,George Westinghouse Career/Tech Hs,2022,Black or African American,95.9
331300011616,Brooklyn Hs-Leadership & Community,2022,Economically Disadvantaged,35.3
331300011616,Brooklyn Hs-Leadership & Community,2022,Black or African American,41.1
331300011670,Benjamin Banneker Academy,2022,Hispanic or Latino,96.5
331300011670,Benjamin Banneker Academy,2022,Economically Disadvantaged,97.2
331300011670,Benjamin Banneker Academy,2022,Black or African American,97.7
331300011670,Benjamin Banneker Academy,2022,Students with Disabilities,91.5
331300011674,City Polytechnic High School,2022,Hispanic or Latino,94.1
331300011674,City Polytechnic High School,2022,Economically Disadvantaged,92.6
331300011674,City Polytechnic High School,2022,Black or African American,93.9
331300011674,City Polytechnic High School,2022,Students with Disabilities,93.8
331300860901,Leadership Prep Bedford Stuyvesant,2022,Economically Disadvantaged,98.6
331300860901,Leadership Prep Bedford Stuyvesant,2022,Black or African American,95.5
331300861056,Unity Prep Cs Of Brooklyn,2022,Economically Disadvantaged,92.9
331300861056,Unity Prep Cs Of Brooklyn,2022,Black or African American,94.1
331300861063,Brooklyn Laboratory Charter School,2022,Economically Disadvantaged,81.0
331300861063,Brooklyn Laboratory Charter School,2022,Black or African American,88.5
331400011071,Juan Morel Campos Secondary School,2022,Hispanic or Latino,72.6
331400011071,Juan Morel Campos Secondary School,2022,Economically Disadvantaged,68.2
331400011071,Juan Morel Campos Secondary School,2022,English Language Learner,67.4
331400011071,Juan Morel Campos Secondary School,2022,Students with Disabilities,53.3
331400011449,Brooklyn Latin School,2022,White,96.7
331400011449,Brooklyn Latin School,2022,Hispanic or Latino,97.9
331400011449,Brooklyn Latin School,2022,Economically Disadvantaged,98.4
331400011449,Brooklyn Latin School,2022,Black or African American,100.0
331400011449,Brooklyn Latin School,2022,Asian or Native Hawaiian/Other Pacific Islander,98.9
331400011454,Williamsburg Hs-Art-Tech,2022,Hispanic or Latino,89.3
331400011454,Williamsburg Hs-Art-Tech,2022,English Language Learner,86.4
331400011454,Williamsburg Hs-Art-Tech,2022,Economically Disadvantaged,91.8
331400011454,Williamsburg Hs-Art-Tech,2022,Black or African American,94.1
331400011454,Williamsburg Hs-Art-Tech,2022,Students with Disabilities,89.6
331400011474,Progress Hs-Professional Careers,2022,Hispanic or Latino,74.8
331400011474,Progress Hs-Professional Careers,2022,Economically Disadvantaged,75.0
331400011474,Progress Hs-Professional Careers,2022,English Language Learner,72.0
331400011474,Progress Hs-Professional Careers,2022,Black or African American,76.9
331400011474,Progress Hs-Professional Careers,2022,Students with Disabilities,68.6
331400011477,East Williamsburg Scholars,2022,Hispanic or Latino,82.0
331400011477,East Williamsburg Scholars,2022,Economically Disadvantaged,79.0
331400011477,East Williamsburg Scholars,2022,English Language Learner,73.8
331400011477,East Williamsburg Scholars,2022,Students with Disabilities,65.7
331400011477,East Williamsburg Scholars,2022,Black or African American,75.3
331400011478,"High School-Enterprise, Bus & Tech",2022,Hispanic or Latino,85.2
331400011478,"High School-Enterprise, Bus & Tech",2022,Economically Disadvantaged,86.1
331400011478,"High School-Enterprise, Bus & Tech",2022,English Language Learner,74.4
331400011478,"High School-Enterprise, Bus & Tech",2022,Students with Disabilities,72.7
331400011478,"High School-Enterprise, Bus & Tech",2022,Black or African American,89.7
331400011488,Brooklyn Preparatory Hs,2022,Hispanic or Latino,95.0
331400011488,Brooklyn Preparatory Hs,2022,Economically Disadvantaged,95.4
331400011488,Brooklyn Preparatory Hs,2022,Students with Disabilities,83.7
331400011488,Brooklyn Preparatory Hs,2022,Black or African American,93.8
331400011558,Willamsburg Hs-Arch & Design,2022,Hispanic or Latino,97.9
331400011558,Willamsburg Hs-Arch & Design,2022,Economically Disadvantaged,97.0
331400011558,Willamsburg Hs-Arch & Design,2022,Students with Disabilities,93.7
331400011558,Willamsburg Hs-Arch & Design,2022,Black or African American,97.4
331400011561,Williamsburg Preparatory School,2022,White,100.0
331400011561,Williamsburg Preparatory School,2022,Hispanic or Latino,99.4
331400011561,Williamsburg Preparatory School,2022,Economically Disadvantaged,98.7
331400011561,Williamsburg Preparatory School,2022,Students with Disabilities,100.0
331400011561,Williamsburg Preparatory School,2022,Black or African American,100.0
331400011586,Lyons Community School,2022,Hispanic or Latino,79.1
331400011586,Lyons Community School,2022,Economically Disadvantaged,79.1
331400011610,A-Tech High School,2022,Hispanic or Latino,84.6
331400011610,A-Tech High School,2022,Economically Disadvantaged,79.4
331400011610,A-Tech High School,2022,Black or African American,83.8
331400011610,A-Tech High School,2022,Students with Disabilities,69.7
331400011614,Young Womens Leadership Sch-Brookly,2022,Hispanic or Latino,95.8
331400011614,Young Womens Leadership Sch-Brookly,2022,Economically Disadvantaged,92.4
331400011614,Young Womens Leadership Sch-Brookly,2022,Black or African American,93.9
331400011685,El Puente Acad For Peace And Justice,2022,Hispanic or Latino,81.3
331400011685,El Puente Acad For Peace And Justice,2022,Economically Disadvantaged,82.2
331400860865,Williamsburg Charter High School,2022,Hispanic or Latino,90.7
331400860865,Williamsburg Charter High School,2022,Economically Disadvantaged,89.2
331400860865,Williamsburg Charter High School,2022,English Language Learner,88.3
331400860865,Williamsburg Charter High School,2022,Students with Disabilities,83.5
331400860865,Williamsburg Charter High School,2022,Black or African American,86.9
331400860945,Northside Charter High School,2022,Hispanic or Latino,96.4
331400860945,Northside Charter High School,2022,Economically Disadvantaged,95.4
331400860945,Northside Charter High School,2022,Students with Disabilities,95.0
331400860945,Northside Charter High School,2022,Black or African American,100.0
331500010448,Brooklyn Collaborative Studies,2022,Hispanic or Latino,93.6
331500010448,Brooklyn Collaborative Studies,2022,Economically Disadvantaged,91.9
331500010448,Brooklyn Collaborative Studies,2022,Black or African American,96.2
331500011423,Brooklyn Frontiers High School,2022,Hispanic or Latino,47.5
331500011423,Brooklyn Frontiers High School,2022,Economically Disadvantaged,44.0
331500011423,Brooklyn Frontiers High School,2022,Black or African American,44.3
331500011423,Brooklyn Frontiers High School,2022,Students with Disabilities,37.7
331500011429,Digital Arts And Cinema Tech Hs,2022,Hispanic or Latino,96.3
331500011429,Digital Arts And Cinema Tech Hs,2022,Economically Disadvantaged,98.9
331500011429,Digital Arts And Cinema Tech Hs,2022,Black or African American,97.4
331500011429,Digital Arts And Cinema Tech Hs,2022,Students with Disabilities,94.4
331500011462,John Jay School For Law,2022,Hispanic or Latino,82.0
331500011462,John Jay School For Law,2022,Economically Disadvantaged,91.1
331500011462,John Jay School For Law,2022,Black or African American,93.9
331500011462,John Jay School For Law,2022,Students with Disabilities,50.0
331500011463,Cyberarts Studio Academy,2022,Hispanic or Latino,64.7
331500011463,Cyberarts Studio Academy,2022,Economically Disadvantaged,73.3
331500011463,Cyberarts Studio Academy,2022,Black or African American,81.8
331500011464,Park Slope Collegiate,2022,Hispanic or Latino,85.8
331500011464,Park Slope Collegiate,2022,Economically Disadvantaged,86.4
331500011464,Park Slope Collegiate,2022,Students with Disabilities,81.2
331500011464,Park Slope Collegiate,2022,Black or African American,85.9
331500011497,Boerum Hill School For International,2022,Hispanic or Latino,94.7
331500011497,Boerum Hill School For International,2022,Economically Disadvantaged,88.0
331500011497,Boerum Hill School For International,2022,Black or African American,93.4
331500011519,Cobble Hill School-American Studies,2022,Hispanic or Latino,71.0
331500011519,Cobble Hill School-American Studies,2022,Economically Disadvantaged,85.5
331500011519,Cobble Hill School-American Studies,2022,Black or African American,89.7
331500011519,Cobble Hill School-American Studies,2022,Students with Disabilities,79.2
331500011529,West Brooklyn Community High School,2022,Hispanic or Latino,35.9
331500011529,West Brooklyn Community High School,2022,Economically Disadvantaged,35.1
331500011529,West Brooklyn Community High School,2022,Students with Disabilities,30.9
331500011592,Khalil Gibran International Academy,2022,English Language Learner,73.3
331500011592,Khalil Gibran International Academy,2022,Economically Disadvantaged,79.3
331500011592,Khalil Gibran International Academy,2022,White,79.3
331500011592,Khalil Gibran International Academy,2022,Black or African American,72.6
331500011656,Brooklyn High School Of The Arts,2022,Hispanic or Latino,92.3
331500011656,Brooklyn High School Of The Arts,2022,Economically Disadvantaged,94.3
331500011656,Brooklyn High School Of The Arts,2022,Students with Disabilities,84.8
331500011656,Brooklyn High School Of The Arts,2022,Black or African American,94.4
331500011667,Sunset Park High School,2022,Hispanic or Latino,89.3
331500011667,Sunset Park High School,2022,White,94.1
331500011667,Sunset Park High School,2022,English Language Learner,67.3
331500011667,Sunset Park High School,2022,Economically Disadvantaged,91.2
331500011667,Sunset Park High School,2022,Students with Disabilities,87.3
331500011667,Sunset Park High School,2022,Asian or Native Hawaiian/Other Pacific Islander,92.3
331500011667,Sunset Park High School,2022,Black or African American,91.3
331500011684,Millennium Brooklyn High School,2022,White,99.6
331500011684,Millennium Brooklyn High School,2022,Hispanic or Latino,100.0
331500011684,Millennium Brooklyn High School,2022,Economically Disadvantaged,100.0
331500011684,Millennium Brooklyn High School,2022,Black or African American,100.0
331500011684,Millennium Brooklyn High School,2022,Students with Disabilities,100.0
331500011684,Millennium Brooklyn High School,2022,Asian or Native Hawaiian/Other Pacific Islander,100.0
331500011698,South Brooklyn Comm High School,2022,Hispanic or Latino,45.3
331500011698,South Brooklyn Comm High School,2022,Economically Disadvantaged,45.4
331500011698,South Brooklyn Comm High School,2022,Students with Disabilities,32.3
331500860953,Summit Academy Charter School,2022,Hispanic or Latino,86.7
331500860953,Summit Academy Charter School,2022,Economically Disadvantaged,82.8
331500860953,Summit Academy Charter School,2022,Black or African American,96.8
331500861016,New Dawn Charter High School,2022,Hispanic or Latino,44.9
331500861016,New Dawn Charter High School,2022,Economically Disadvantaged,40.7
331500861016,New Dawn Charter High School,2022,Black or African American,44.5
331500861016,New Dawn Charter High School,2022,Students with Disabilities,28.4
331600011455,Boys And Girls High School,2022,Economically Disadvantaged,78.2
331600011455,Boys And Girls High School,2022,Black or African American,81.2
331600011455,Boys And Girls High School,2022,Students with Disabilities,69.3
331600011498,Brooklyn High School-Law And Tech,2022,Hispanic or Latino,77.4
331600011498,Brooklyn High School-Law And Tech,2022,Economically Disadvantaged,86.5
331600011498,Brooklyn High School-Law And Tech,2022,Students with Disabilities,82.9
331600011498,Brooklyn High School-Law And Tech,2022,Black or African American,89.3
331600011669,Research And Service High School,2022,Economically Disadvantaged,38.1
331600011669,Research And Service High School,2022,Black or African American,40.0
331600011669,Research And Service High School,2022,Students with Disabilities,46.1
331600011688,Brookyln Academy Of Global Finance,2022,Economically Disadvantaged,90.6
331600011688,Brookyln Academy Of Global Finance,2022,Black or African American,85.3
331600011765,Nelson Mandela High School,2022,Economically Disadvantaged,89.9
331600011765,Nelson Mandela High School,2022,Black or African American,90.0
331600011765,Nelson Mandela High School,2022,Students with Disabilities,88.2
331600860938,Excellence Girls Charter School,2022,Hispanic or Latino,96.8
331600860938,Excellence Girls Charter School,2022,Economically Disadvantaged,94.1
331600860938,Excellence Girls Charter School,2022,Black or African American,94.7
331600860938,Excellence Girls Charter School,2022,Students with Disabilities,87.5
331600861112,Brooklyn Emerging Leaders Academy Cs,2022,Economically Disadvantaged,95.0
331600861112,Brooklyn Emerging Leaders Academy Cs,2022,Black or African American,97.6
331700011122,Pathways Tech Early College Hs,2022,Hispanic or Latino,66.1
331700011122,Pathways Tech Early College Hs,2022,Economically Disadvantaged,82.8
331700011122,Pathways Tech Early College Hs,2022,Students with Disabilities,70.9
331700011122,Pathways Tech Early College Hs,2022,Black or African American,87.6
331700011382,Acad For College Prep And Career Exp,2022,Economically Disadvantaged,81.3
331700011382,Acad For College Prep And Career Exp,2022,Black or African American,85.6
331700011408,Academy Of Hospitality And Tourism,2022,Economically Disadvantaged,88.0
331700011408,Academy Of Hospitality And Tourism,2022,Black or African American,90.3
331700011524,Interntl Hs At Prospect Hghts,2022,Hispanic or Latino,66.7
331700011524,Interntl Hs At Prospect Hghts,2022,English Language Learner,78.7
331700011524,Interntl Hs At Prospect Hghts,2022,Economically Disadvantaged,82.2
331700011528,High School For Global Citizenship,2022,Economically Disadvantaged,89.1
331700011528,High School For Global Citizenship,2022,Black or African American,93.7
331700011531,School For Human Rights,2022,Economically Disadvantaged,90.2
331700011531,School For Human Rights,2022,Black or African American,89.9
331700011531,School For Human Rights,2022,Students with Disabilities,87.5
331700011537,High School-Youth & Comm Dvlpmnt,2022,Hispanic or Latino,79.5
331700011537,High School-Youth & Comm Dvlpmnt,2022,Economically Disadvantaged,84.7
331700011537,High School-Youth & Comm Dvlpmnt,2022,Black or African American,87.3
331700011537,High School-Youth & Comm Dvlpmnt,2022,Students with Disabilities,84.8
331700011539,High School-Service & Learning,2022,Hispanic or Latino,68.8
331700011539,High School-Service & Learning,2022,Economically Disadvantaged,81.0
331700011539,High School-Service & Learning,2022,Black or African American,85.0
331700011543,"Science, Tech & Research Early Colle",2022,Economically Disadvantaged,99.5
331700011543,"Science, Tech & Research Early Colle",2022,Black or African American,99.6
331700011546,Hs For Public Service-Heroes Of Tom,2022,Hispanic or Latino,100.0
331700011546,Hs For Public Service-Heroes Of Tom,2022,Economically Disadvantaged,95.2
331700011546,Hs For Public Service-Heroes Of Tom,2022,Students with Disabilities,91.7
331700011546,Hs For Public Service-Heroes Of Tom,2022,Black or African American,96.9
331700011547,Brooklyn Academy Of Sci & Environ,2022,Economically Disadvantaged,83.5
331700011547,Brooklyn Academy Of Sci & Environ,2022,Students with Disabilities,70.6
331700011547,Brooklyn Academy Of Sci & Environ,2022,Black or African American,86.1
331700011548,Brooklyn School For Music & Theater,2022,Economically Disadvantaged,79.7
331700011548,Brooklyn School For Music & Theater,2022,Students with Disabilities,57.9
331700011548,Brooklyn School For Music & Theater,2022,Black or African American,83.8
331700011568,Brownsville Academy High School,2022,Economically Disadvantaged,42.3
331700011568,Brownsville Academy High School,2022,Black or African American,57.6
331700011590,Medgar Evers College Prep School,2022,Economically Disadvantaged,97.8
331700011590,Medgar Evers College Prep School,2022,Black or African American,97.7
331700011590,Medgar Evers College Prep School,2022,Students with Disabilities,73.3
331700011600,Clara Barton High School,2022,Hispanic or Latino,60.5
331700011600,Clara Barton High School,2022,Economically Disadvantaged,78.9
331700011600,Clara Barton High School,2022,English Language Learner,55.6
331700011600,Clara Barton High School,2022,Black or African American,84.2
331700011600,Clara Barton High School,2022,Students with Disabilities,49.6
331700011646,Aspirations Diploma Plus High School,2022,Economically Disadvantaged,31.5
331700011646,Aspirations Diploma Plus High School,2022,Black or African American,31.9
331700011745,Brooklyn Institute For Liberal Arts,2022,Economically Disadvantaged,95.3
331700011745,Brooklyn Institute For Liberal Arts,2022,Students with Disabilities,89.6
331700011745,Brooklyn Institute For Liberal Arts,2022,Black or African American,95.4
331700011751,Academy For Health Careers,2022,Economically Disadvantaged,88.4
331700011751,Academy For Health Careers,2022,Black or African American,90.3
331700860879,Achievement First Crown Heights,2022,Economically Disadvantaged,93.9
331700860879,Achievement First Crown Heights,2022,Black or African American,94.9
331700860879,Achievement First Crown Heights,2022,Students with Disabilities,68.8
331700861007,New Visions Aim Charter Hs I,2022,Students with Disabilities,46.9
331700861007,New Visions Aim Charter Hs I,2022,Economically Disadvantaged,35.1
331700861007,New Visions Aim Charter Hs I,2022,Black or African American,40.0
331800011563,It Takes A Village Academy,2022,Economically Disadvantaged,88.0
331800011563,It Takes A Village Academy,2022,English Language Learner,77.4
331800011563,It Takes A Village Academy,2022,Black or African American,89.2
331800011563,It Takes A Village Academy,2022,Students with Disabilities,75.2
331800011566,Brooklyn Community Hs-Excel-Equity,2022,Economically Disadvantaged,81.0
331800011566,Brooklyn Community Hs-Excel-Equity,2022,Black or African American,85.9
331800011567,Brooklyn Theatre Arts High School,2022,Economically Disadvantaged,85.5
331800011567,Brooklyn Theatre Arts High School,2022,Black or African American,87.1
331800011569,Kurt Hahn Expeditionary Lrning Sch,2022,Economically Disadvantaged,80.9
331800011569,Kurt Hahn Expeditionary Lrning Sch,2022,Black or African American,81.5
331800011576,Victory Collegiate High School,2022,Economically Disadvantaged,91.7
331800011576,Victory Collegiate High School,2022,Students with Disabilities,86.7
331800011576,Victory Collegiate High School,2022,Black or African American,91.0
331800011578,Brooklyn Bridge Academy,2022,Economically Disadvantaged,42.8
331800011578,Brooklyn Bridge Academy,2022,Black or African American,43.9
331800011617,Hs For Innovation -Advertising/Media,2022,Economically Disadvantaged,82.3
331800011617,Hs For Innovation -Advertising/Media,2022,Black or African American,83.5
331800011629,Cultural Academy-Arts And Sciences,2022,Economically Disadvantaged,86.9
331800011629,Cultural Academy-Arts And Sciences,2022,Black or African American,86.1
331800011633,High School For Medical Professions,2022,Economically Disadvantaged,93.8
331800011633,High School For Medical Professions,2022,Students with Disabilities,77.3
331800011633,High School For Medical Professions,2022,Black or African American,94.2
331800011635,Olympus Academy,2022,Economically Disadvantaged,44.8
331800011635,Olympus Academy,2022,Black or African American,49.8
331800011637,Acad For Conservation & Environment,2022,Economically Disadvantaged,93.3
331800011637,Acad For Conservation & Environment,2022,Black or African American,94.0
331800011642,Urban Action Academy,2022,English Language Learner,81.0
331800011642,Urban Action Academy,2022,Economically Disadvantaged,73.3
331800011642,Urban Action Academy,2022,Black or African American,77.6
331800011673,East Brooklyn Community Hs,2022,Economically Disadvantaged,41.4
331800011673,East Brooklyn Community Hs,2022,Black or African American,44.7
331800011673,East Brooklyn Community Hs,2022,Students with Disabilities,54.5
331800860908,Kings Collegiate Charter School,2022,Economically Disadvantaged,91.0
331800860908,Kings Collegiate Charter School,2022,Black or African American,92.6
331800860916,Brooklyn Ascend Charter School,2022,Economically Disadvantaged,86.3
331800860916,Brooklyn Ascend Charter School,2022,Black or African American,89.1
331900011404,Academy For Young Writers,2022,Hispanic or Latino,94.0
331900011404,Academy For Young Writers,2022,Economically Disadvantaged,91.6
331900011404,Academy For Young Writers,2022,Black or African American,91.6
331900011404,Academy For Young Writers,2022,Students with Disabilities,94.4
331900011409,East New York Family Academy,2022,Hispanic or Latino,100.0
331900011409,East New York Family Academy,2022,Economically Disadvantaged,98.5
331900011409,East New York Family Academy,2022,Black or African American,98.1
331900011422,Spring Creek Community School,2022,Hispanic or Latino,90.4
331900011422,Spring Creek Community School,2022,Economically Disadvantaged,91.1
331900011422,Spring Creek Community School,2022,Black or African American,92.5
331900011422,Spring Creek Community School,2022,Students with Disabilities,94.8
331900011502,Fdny-Captain Vernon A Richards Hs,2022,Hispanic or Latino,75.0
331900011502,Fdny-Captain Vernon A Richards Hs,2022,Economically Disadvantaged,78.5
331900011502,Fdny-Captain Vernon A Richards Hs,2022,Black or African American,78.6
331900011504,High School For Civil Rights,2022,Hispanic or Latino,60.0
331900011504,High School For Civil Rights,2022,Economically Disadvantaged,71.3
331900011504,High School For Civil Rights,2022,Black or African American,80.3
331900011504,High School For Civil Rights,2022,Students with Disabilities,54.5
331900011507,Performing Arts & Tech Hs,2022,Hispanic or Latino,76.9
331900011507,Performing Arts & Tech Hs,2022,Economically Disadvantaged,87.5
331900011507,Performing Arts & Tech Hs,2022,English Language Learner,72.6
331900011507,Performing Arts & Tech Hs,2022,Black or African American,91.4
331900011507,Performing Arts & Tech Hs,2022,Students with Disabilities,71.2
331900011510,World Acad For Total Com Health,2022,Hispanic or Latino,81.3
331900011510,World Acad For Total Com Health,2022,Economically Disadvantaged,75.6
331900011510,World Acad For Total Com Health,2022,Black or African American,76.0
331900011583,Multicultural High School,2022,Hispanic or Latino,88.3
331900011583,Multicultural High School,2022,Economically Disadvantaged,90.0
331900011583,Multicultural High School,2022,English Language Learner,87.7
331900011615,Transit Tech Career And Tech Edu,2022,Hispanic or Latino,82.8
331900011615,Transit Tech Career And Tech Edu,2022,Economically Disadvantaged,84.4
331900011615,Transit Tech Career And Tech Edu,2022,Students with Disabilities,80.0
331900011615,Transit Tech Career And Tech Edu,2022,Black or African American,84.9
331900011618,Academy Of Innovative Technology,2022,Hispanic or Latino,92.3
331900011618,Academy Of Innovative Technology,2022,English Language Learner,73.7
331900011618,Academy Of Innovative Technology,2022,Economically Disadvantaged,93.0
331900011618,Academy Of Innovative Technology,2022,Students with Disabilities,88.1
331900011618,Academy Of Innovative Technology,2022,Black or African American,95.9
331900011639,Brooklyn Lab School,2022,Hispanic or Latino,84.6
331900011639,Brooklyn Lab School,2022,Economically Disadvantaged,87.9
331900011639,Brooklyn Lab School,2022,English Language Learner,85.5
331900011639,Brooklyn Lab School,2022,Black or African American,94.5
331900011639,Brooklyn Lab School,2022,Students with Disabilities,56.3
331900011659,Cypress Hills Collegiate Prep School,2022,Hispanic or Latino,89.7
331900011659,Cypress Hills Collegiate Prep School,2022,Economically Disadvantaged,89.5
331900011659,Cypress Hills Collegiate Prep School,2022,Students with Disabilities,75.0
331900011659,Cypress Hills Collegiate Prep School,2022,English Language Learner,85.6
331900011660,W H Maxwell Career And Tech Hs,2022,Hispanic or Latino,81.5
331900011660,W H Maxwell Career And Tech Hs,2022,Economically Disadvantaged,82.9
331900011660,W H Maxwell Career And Tech Hs,2022,English Language Learner,93.8
331900011660,W H Maxwell Career And Tech Hs,2022,Black or African American,84.5
331900011660,W H Maxwell Career And Tech Hs,2022,Students with Disabilities,71.6
331900011683,School For Classics High School,2022,Hispanic or Latino,93.3
331900011683,School For Classics High School,2022,Economically Disadvantaged,79.8
331900011683,School For Classics High School,2022,English Language Learner,80.7
331900011683,School For Classics High School,2022,Students with Disabilities,72.8
331900011683,School For Classics High School,2022,Black or African American,79.3
331900011764,Urban Assembly-Collaborative Healthc,2022,Hispanic or Latino,90.0
331900011764,Urban Assembly-Collaborative Healthc,2022,English Language Learner,86.7
331900011764,Urban Assembly-Collaborative Healthc,2022,Economically Disadvantaged,92.5
331900011764,Urban Assembly-Collaborative Healthc,2022,Black or African American,92.8
331900011953,East Ny Arts-Civics High School,2022,Economically Disadvantaged,77.1
331900011953,East Ny Arts-Civics High School,2022,Black or African American,86.4
331900860880,Achievement First East Ny Cs,2022,Economically Disadvantaged,98.3
331900860880,Achievement First East Ny Cs,2022,Hispanic or Latino,100.0
331900860880,Achievement First East Ny Cs,2022,Black or African American,94.7
332000011445,New Utrecht High School,2022,White,87.0
332000011445,New Utrecht High School,2022,English Language Learner,47.2
332000011445,New Utrecht High School,2022,Hispanic or Latino,68.2
332000011445,New Utrecht High School,2022,Economically Disadvantaged,81.6
332000011445,New Utrecht High School,2022,Black or African American,64.1
332000011445,New Utrecht High School,2022,Students with Disabilities,61.3
332000011445,New Utrecht High School,2022,Asian or Native Hawaiian/Other Pacific Islander,85.3
332000011485,High School Of Telecommunication,2022,Hispanic or Latino,95.1
332000011485,High School Of Telecommunication,2022,White,96.2
332000011485,High School Of Telecommunication,2022,Economically Disadvantaged,95.7
332000011485,High School Of Telecommunication,2022,Students with Disabilities,93.1
332000011485,High School Of Telecommunication,2022,Asian or Native Hawaiian/Other Pacific Islander,99.5
332000011485,High School Of Telecommunication,2022,Black or African American,91.1
332000011490,Fort Hamilton High School,2022,Hispanic or Latino,77.2
332000011490,Fort Hamilton High School,2022,White,91.6
332000011490,Fort Hamilton High School,2022,Multiracial,88.2
332000011490,Fort Hamilton High School,2022,English Language Learner,66.8
332000011490,Fort Hamilton High School,2022,Economically Disadvantaged,84.7
332000011490,Fort Hamilton High School,2022,Students with Disabilities,74.8
332000011490,Fort Hamilton High School,2022,Black or African American,91.2
332000011490,Fort Hamilton High School,2022,Asian or Native Hawaiian/Other Pacific Islander,86.5
332000011505,Franklin D Roosevelt High School,2022,English Language Learner,68.9
